SETTORE,SOTTOCATEGORIA,AZIENDA,PROVINCIA,SITO,TELEFONO,MAIL_GENERICA,NOME_DECISORE,RUOLO,LINKEDIN_DECISORE,SEGNALI_CRM,PRIORITA,FONTE_VERIFICA,DATA_INSERIMENTO
Servizi B2B,Impiantistica elettrica automazione e sicurezza,Cazzato & Ponza S.n.c.,Aosta,https://www.impiantielettrici-aosta.com/,0165 35883,n.d.,n.d.,n.d.,n.d.,"Quasi 40 anni di attività ad Aosta in impianti elettrici civili/industriali, automazioni, videosorveglianza e fotovoltaico, con collaboratori strutturati",MEDIA,https://www.paginebianche.it/valle-d'aosta/aosta/cazzato-e-ponza-impianti-elettrici.html,2026-09-02
Servizi B2B,Studio di ingegneria e progettazione per aziende,Studio Cometto S.r.l. a Socio Unico,Aosta,http://studiocometto.it/,0165 40159,info@studiocometto.it,Corrado Cometto,Direttore Tecnico,n.d.,"Società di ingegneria (non studio individuale) attiva dal 2003, associata Confindustria Valle d'Aosta, struttura organizzata in S.r.l. con progetti per committenza aziendale",MEDIA,https://www.confindustria.aosta.it/le-nostre-aziende-associate/studio-cometto-srl,2026-09-02
Servizi B2B,Studio tecnico di ingegneria civile e idraulica,Blanc S.r.l. STP (Studio Tecnico Blanc),Aosta,https://www.studioblanc.it/,0165 238562,blancufficio@gmail.com,Massimo Blanc,Socio/Ingegnere,n.d.,"Studio tra professionisti (non singolo libero professionista) attivo dal 1972, due soci ingegneri (Franco e Massimo Blanc) con clientela di imprese",BASSA,https://www.studioblanc.it/,2026-09-02
Servizi B2B,Consulenza IT e servizi informatici per aziende,D.S.C. Digital System Computers Vallée d'Aoste S.r.l.,Aosta,https://www.dscsrl.it/,0165 34825,dsc.vda.srl@gmail.com,n.d.,n.d.,n.d.,"Consulenza in organizzazione aziendale sistemistica, elaborazione dati e servizi ICT per imprese, associata Confindustria Valle d'Aosta, 1-15 dipendenti dichiarati",MEDIA,https://www.confindustria.aosta.it/le-nostre-aziende-associate/dsc-srl-digital-systems-computer-vallee-daoste,2026-09-02
Servizi B2B,Consulenza informatica e sviluppo software per aziende,Simant S.a.s. di Antonio Albace & C.,Aosta,http://www.simant.it/,0165 1825610,n.d.,Antonio Albace,Titolare,n.d.,"Consulenza informatica e sviluppo/gestione di procedure software gestionali per aziende, attiva dal 2006, associata Confindustria Valle d'Aosta",BASSA,https://www.confindustria.aosta.it/le-nostre-aziende-associate/simant-sas-di-antonio-albace-c,2026-09-02
Servizi B2B,Vigilanza privata e sicurezza per aziende,Istituto di Vigilanza Sécurité Valdôtaine (Diver S.r.l.),Aosta,n.d.,0165 554411,n.d.,n.d.,n.d.,n.d.,"Centro operativo attivo dal 1995 in Valle d'Aosta, servizi H24 di vigilanza armata/non armata, pattugliamento e trasporto valori per aziende, banche ed enti",ALTA,https://aostasera.it/notizie/pubbliredazionali/sicurezza-e-vigilanza-sempre-al-vostro-fianco-con-il-vostro-consulente-della-sicurezza-e-vigilanza-e-listituto-securite-valdotaine/,2026-09-02
Software/Tech B2B,Cloud hosting provider e sviluppo software gestionali/web marketing,Hextra S.r.l.,Aosta,https://www.hextra.it,0165 1773032,marketing@teamsviluppo.it,Cristiano Revil,Amministratore Unico,https://it.linkedin.com/in/cristianorevil,"Azienda strutturata con 9 dipendenti, tre linee di business (hosting cloud, sviluppo gestionali tramite la divisione Team Sviluppo, digital marketing), base clienti ricorrente per hosting/assistenza, fondatore premiato miglior imprenditore valdostano 2013",ALTA,https://www.ao.camcom.it/en/madeinvda/ricerca-imprese/hextra-srl,2026-09-02
Software/Tech B2B,Rivenditore/partner certificato software gestionali (Passepartout) e hardware per PMI,Valcaisse di Petey Fabrizio e C. S.a.s.,Aosta,https://www.valcaisse.com,0166 513691,info@valcaisse.com,Fabrizio Petey,Titolare,https://it.linkedin.com/in/fabrizio-petey-1a395373,"Unico partner Passepartout in Valle d'Aosta dal 1984, base clienti ricorrente con contratti di assistenza e supporto clienti 24/7 (WebCall), offre anche servizi web/e-commerce",ALTA,https://www.valcaisse.com/chi-siamo,2026-09-02
Software/Tech B2B,Consulenza informatica e system integration per gestionali aziendali (hardware+software),Soluzione S.r.l.,Aosta,https://www.soluzione-vda.com,0165 366926,soluzione@soluzione-vda.com,n.d.,n.d.,n.d.,"Attiva dal 1980, certificazione ISO 9001 dal 2001, sistemi client-server e reti aziendali con assistenza continuativa a clientela business ricorrente",MEDIA,https://www.soluzione-vda.com/,2026-09-02
Software/Tech B2B,"Consulenza informatica, gestione aziendale e forniture hardware/software B2B",Alchimie Mediali,Aosta,https://www.alchimiemediali.it,0165 34932,alchimed@alchimiemediali.it,Pierluigi Lasagna,Titolare,n.d.,"Attiva dal 1994 come riferimento IT per aziende, studi professionali e clientela grafica/fotografica in Valle d'Aosta, offre consulenza e gestione aziendale ricorrente",MEDIA,https://www.alchimiemediali.it/chi-siamo/,2026-09-02
